stack,request count,package,package count,host,host count,url,url count,post file name,
com.ophone.reader,1,{'com.ophone.reader.ui'},1,{'record.cmread.com'},1,http://record.cmread.com:7443/alllog.datacollector.web/execute.action?token=,1,{'com.ophone.reader.ui_490.apk1621610509.618658.pcap__192.168.137.89_39516__112.25.127.22_7443__1621610657353.log.gz'},"{'imei', 'phoneNumber'}"
,,,,,,,,,
,,,,,,,,,
id,packageName,host,URL,requestHeaders,requestBody,responseHeaders,responseBody,stack,
15296,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=60064866f1eb4f3f9b64f889_1.1.0.0311_8ff6b3f6_Pixel-3_9_162022106062949255_20210505212518_fg_exception.log.gz""  ""Content-Length"": ""2027""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.projectb.changevoices.apk1620221228.8639166.pcap__192.168.137.58_46616__203.119.169.43_443__60064866f1eb4f3f9b64f889_1.1.0.0311_8ff6b3f6_Pixel-3_9_162022106062949255_20210505212518_fg_exception.log.gz,"{""Date"": ""Wed  05 May 2021 13:27:26 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""2105836416202212468998270e3e6b""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,com.uc.crashsdk,,
15297,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=60064866f1eb4f3f9b64f889_1.1.0.0311_8ff6b3f6_Pixel-3_9_162022118318453263_20210505212624_fg_exception.log.gz""  ""Content-Length"": ""2019""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.projectb.changevoices.apk1620221228.8639166.pcap__192.168.137.58_46616__203.119.169.43_443__60064866f1eb4f3f9b64f889_1.1.0.0311_8ff6b3f6_Pixel-3_9_162022118318453263_20210505212624_fg_exception.log.gz,"{""Date"": ""Wed  05 May 2021 13:27:26 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""2105836416202212469608278e3e6b""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,com.uc.crashsdk,,
36250,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=5d4c07ec3fc19514b50009cb_1.7.8_b35a7157_Pixel-3_9_162040991989919157_20210508015416_fg_anr.log.gz""  ""Content-Length"": ""29200""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.xmiles.callshow.apk1620409952.7033393.pcap__192.168.137.137_49680__203.119.169.41_443__5d4c07ec3fc19514b50009cb_1.7.8_b35a7157_Pixel-3_9_162040991989919157_20210508015416_fg_anr.log.gz,"{""Date"": ""Fri  07 May 2021 17:54:57 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""212bbcb116204100976306739e5a91""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,,,
38625,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=5f8d2bdc80455950e4ae748f_1.1.1_5bb0926_Pixel-3_9_162045555147432600_20210508143348_bg_java.log.gz""  ""Content-Length"": ""11810""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.zl.hairstyle.apk1620455585.9338117.pcap__192.168.137.71_48840__203.119.169.43_443__5f8d2bdc80455950e4ae748f_1.1.1_5bb0926_Pixel-3_9_162045555147432600_20210508143348_bg_java.log.gz,"{""Date"": ""Sat  08 May 2021 06:34:26 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""2105834616204556661966284e2d70""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,com.uc.crashsdk,,
41988,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=5ef0054c570df3daaf0000d4_1.3.0_c0c081d_Pixel-3_9_162049293955333716_20210509005809_fg_java.log.gz""  ""Content-Length"": ""10778""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.yzd.mycd.apk1620492974.0056367.pcap__192.168.137.71_49116__203.119.169.82_443__5ef0054c570df3daaf0000d4_1.3.0_c0c081d_Pixel-3_9_162049293955333716_20210509005809_fg_java.log.gz,"{""Date"": ""Sat  08 May 2021 16:58:46 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""21077d3816204931268637558ed37a""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,com.bytedance.sdk,,
70018,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=5fe0757f345b8b53f575765c_61981066-20210414195410_de93c313_Pixel-3_9_162080082119623050_20210512142906_bg_anr.log.gz""  ""Content-Length"": ""22417""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.cleanmaster.mguard_cn.apk1620800851.4732466.pcap__192.168.137.71_43826__203.119.169.175_443__5fe0757f345b8b53f575765c_61981066-20210414195410_de93c313_Pixel-3_9_162080082119623050_20210512142906_bg_anr.log.gz,"{""Date"": ""Wed  12 May 2021 06:29:52 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""2105959916208009924334001e9b1a""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,com.getui.gtc,,
74172,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=59a7a6a004e2051235001f73_2.6.0_c826de25_Pixel-3_9_162081612519732831_20210512184237_fg_java.log.gz""  ""Content-Length"": ""23615""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.neusoft.app.beijingdaily.phone.apk1620816155.4667363.pcap__192.168.137.71_47532__203.119.169.43_443__59a7a6a004e2051235001f73_2.6.0_c826de25_Pixel-3_9_162081612519732831_20210512184237_fg_java.log.gz,"{""Date"": ""Wed  12 May 2021 10:43:11 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""212bbc0416208161915104795e1412""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,com.umeng.commonsdk,,
82717,errlog.umeng.com,https://errlog.umeng.com/upload,"{""Content-Type"": ""multipart/form-data; boundary=----------izQ290kHh6g3Yn2IeyJCoc""  ""Content-Disposition"": ""form-data; name=""file""; filename=598808188f4a9d654f000250_1.7_47b8cb64_Pixel-3_9_162086982204456695_20210513093730_fg_java.log.gz""  ""Content-Length"": ""7315""  ""User-Agent"": ""Dalvik/2.1.0 (Linux; U; Android 9; Pixel 3 Build/PQ3A.190605.003)""  ""Host"": ""errlog.umeng.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""}",com.ddsafeda.photoalbum.apk1620869853.1231568.pcap__192.168.137.71_42912__203.119.169.175_443__598808188f4a9d654f000250_1.7_47b8cb64_Pixel-3_9_162086982204456695_20210513093730_fg_java.log.gz,"{""Date"": ""Thu  13 May 2021 01:38:04 GMT""  ""Content-Type"": ""application/thrift""  ""Content-Length"": ""22""  ""Connection"": ""keep-alive""  ""Server"": ""Tengine/Aserver""  ""EagleEye-TraceId"": ""212b038e16208698842687327e14aa""  ""Strict-Transport-Security"": ""max-age=0""  ""Timing-Allow-Origin"": ""*""}",\x08\x00\x01\x00\x00\x00\x01\x0b\x00\x02\x00\x00\x00\x07succeed\x00,com.uc.crashsdk,,
